0.04358, 0.06138, 0.02313, 
0.04358, 0.06138, 0.02313, 
0.04358, 0.06138, 0.02313, 
0.04358, 0.06138, 0.02313, 
0.04358, 0.06137, 0.02313, 
0.04357, 0.06136, 0.02313, 
0.04356, 0.06135, 0.02314, 
0.04354, 0.06132, 0.02314, 
0.04352, 0.06128, 0.02315, 
0.04348, 0.06123, 0.02317, 
0.04343, 0.06115, 0.02319, 
0.04337, 0.06104, 0.02321, 
0.04329, 0.06091, 0.02325, 
0.04318, 0.06074, 0.02329, 
0.04305, 0.06053, 0.02334, 
0.04289, 0.06028, 0.02341, 
0.04269, 0.05997, 0.02346, 
0.04245, 0.05952, 0.02360, 
0.04217, 0.05901, 0.02378, 
0.04181, 0.05843, 0.02396, 
0.04139, 0.05778, 0.02416, 
0.04105, 0.05707, 0.02461, 
0.04060, 0.05618, 0.02534, 
0.04037, 0.05546, 0.02661, 
0.03923, 0.05438, 0.02701, 
0.03855, 0.05363, 0.02854, 
0.03722, 0.05276, 0.03051, 
0.03541, 0.05168, 0.03266, 
0.03565, 0.05296, 0.03697, 
0.04004, 0.05454, 0.04060, 
0.04013, 0.05697, 0.04292, 
0.03907, 0.05939, 0.04435, 
0.03844, 0.06196, 0.04576, 
0.03785, 0.06459, 0.04709, 
0.03734, 0.06705, 0.04873, 
0.03750, 0.06892, 0.05118, 
0.03876, 0.06995, 0.05400, 
0.03910, 0.07055, 0.05696, 
0.03935, 0.07183, 0.05967, 
0.03886, 0.07258, 0.06254, 
0.03825, 0.07332, 0.06538, 
0.03743, 0.07397, 0.06819, 
0.03597, 0.07419, 0.07080, 
0.03396, 0.07406, 0.07304, 
0.03165, 0.07394, 0.07495, 
0.02925, 0.07419, 0.07674, 
0.02676, 0.07455, 0.07837, 
0.02397, 0.07459, 0.07948, 
0.02129, 0.07515, 0.08071, 
0.01863, 0.07583, 0.08192, 
0.01611, 0.07688, 0.08316, 
0.01419, 0.07863, 0.08466, 
0.01193, 0.08043, 0.08552, 
0.01035, 0.08281, 0.08646, 
0.01014, 0.08565, 0.08741, 
0.01120, 0.08830, 0.08834, 
0.01388, 0.08699, 0.08795, 
0.01368, 0.08988, 0.08876, 
0.01429, 0.09279, 0.08916, 
0.01718, 0.09199, 0.08925, 
0.02013, 0.09248, 0.08897, 
0.02233, 0.09446, 0.08838, 
0.02312, 0.09730, 0.08778, 
0.02421, 0.09995, 0.08687, 
0.02518, 0.10245, 0.08551, 
0.02769, 0.10298, 0.08394, 
0.02775, 0.10568, 0.08261, 
0.02910, 0.10812, 0.08148, 
0.02956, 0.11079, 0.08299, 
0.03206, 0.11182, 0.08459, 
0.03496, 0.11175, 0.08544, 
0.03744, 0.11223, 0.08705, 
0.04028, 0.11295, 0.08771, 
0.04198, 0.11494, 0.08919, 
0.04445, 0.11663, 0.08909, 
0.04666, 0.11846, 0.08817, 
0.04822, 0.12053, 0.08659, 
0.04933, 0.11999, 0.08379, 
0.05019, 0.12228, 0.08202, 
0.05168, 0.12438, 0.08049, 
0.04999, 0.12372, 0.08287, 
0.05183, 0.12464, 0.08069, 
0.05165, 0.12229, 0.07880, 
0.05285, 0.12505, 0.07878, 
0.05274, 0.12249, 0.07719, 
0.05256, 0.11974, 0.07602, 
0.05249, 0.11707, 0.07464, 
0.05333, 0.11992, 0.07506, 
0.05242, 0.11708, 0.07476, 
0.05094, 0.11838, 0.07702, 
0.04972, 0.11569, 0.07759, 
0.04781, 0.11458, 0.07963, 
0.04583, 0.11312, 0.08135, 
0.04356, 0.11162, 0.08262, 
0.04107, 0.11147, 0.08432, 
0.03889, 0.11204, 0.08630, 
0.03669, 0.11305, 0.08808, 
0.03394, 0.11231, 0.08713, 
0.03180, 0.11174, 0.08507, 
0.02930, 0.11071, 0.08377, 
0.02719, 0.10868, 0.08299, 
0.02526, 0.10661, 0.08403, 
0.02408, 0.10411, 0.08527, 
0.02261, 0.10198, 0.08678, 
0.02069, 0.10005, 0.08804, 
0.01891, 0.09777, 0.08885, 
0.01719, 0.09535, 0.08931, 
0.01501, 0.09329, 0.08940, 
0.01263, 0.09147, 0.08918, 
0.01013, 0.08989, 0.08860, 
0.00742, 0.08880, 0.08787, 
0.00462, 0.08969, 0.08725, 
0.00383, 0.09258, 0.08699, 
0.00183, 0.09469, 0.08627, 
-0.00080, 0.09568, 0.08522, 
0.00062, 0.09831, 0.08552, 
-0.00110, 0.10052, 0.08443, 
0.00120, 0.10237, 0.08497, 
-0.00090, 0.10027, 0.08456, 
-0.00010, 0.10315, 0.08427, 
-0.00248, 0.10149, 0.08348, 
-0.00499, 0.10096, 0.08191, 
-0.00350, 0.09894, 0.08357, 
-0.00428, 0.09604, 0.08329, 
-0.00501, 0.09313, 0.08319, 
-0.00542, 0.09019, 0.08273, 
-0.00568, 0.08726, 0.08214, 
-0.00567, 0.08435, 0.08139, 
-0.00551, 0.08149, 0.08048, 
-0.00516, 0.07870, 0.07942, 
-0.00480, 0.07597, 0.07824, 
-0.00464, 0.07353, 0.07649, 
-0.00373, 0.07139, 0.07457, 
-0.00233, 0.06945, 0.07276, 
-0.00290, 0.06769, 0.07039, 
-0.00367, 0.06993, 0.07223, 
-0.00351, 0.06798, 0.06996, 
-0.00457, 0.07025, 0.07160, 
-0.00522, 0.06865, 0.06913, 
-0.00649, 0.07090, 0.07066, 
-0.00893, 0.07262, 0.07100, 
-0.01040, 0.07209, 0.06844, 
-0.01236, 0.07233, 0.06618, 
-0.01313, 0.07123, 0.06349, 
-0.01533, 0.07326, 0.06331, 
-0.01567, 0.07226, 0.06048, 
-0.01717, 0.07484, 0.06084, 
-0.01858, 0.07611, 0.05851, 
-0.01923, 0.07894, 0.05928, 
-0.01995, 0.07822, 0.05646, 
-0.01991, 0.08058, 0.05832, 
-0.01939, 0.07769, 0.05770, 
-0.01816, 0.07713, 0.06039, 
-0.01892, 0.07672, 0.05751, 
-0.01910, 0.07898, 0.05948, 
-0.01923, 0.07685, 0.05737, 
-0.01916, 0.07907, 0.05940, 
-0.01802, 0.07668, 0.06080, 
-0.01745, 0.07769, 0.06357, 
-0.01605, 0.07673, 0.06605, 
-0.01427, 0.07579, 0.06828, 
-0.01205, 0.07467, 0.06996, 
-0.00963, 0.07298, 0.07054, 
-0.00715, 0.07171, 0.07163, 
-0.00496, 0.07168, 0.07369, 
-0.00250, 0.07143, 0.07539, 
0.00032, 0.07114, 0.07636, 
0.00287, 0.07157, 0.07789, 
0.00470, 0.07287, 0.07988, 
0.00754, 0.07319, 0.08082, 
0.01055, 0.07314, 0.08079, 
0.00927, 0.07539, 0.08232, 
0.01127, 0.07717, 0.08367, 
0.01415, 0.07791, 0.08403, 
0.01119, 0.07750, 0.08379, 
0.01270, 0.07972, 0.08514, 
0.01569, 0.07959, 0.08492, 
